location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.012255133722352837
austin,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.04921676137461143
baltimore,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.025645808100574305
bangor,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.011013027098262353
beaumont,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.05082022378408199
boston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.042938594278467454
boulder,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.04630927828804552
charleston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.026156672625486765
cherokee,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.013569538996327629
clt-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.4071616963469213
colorado,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1482444022973503
colorado-springs,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.10512377082453753
columbia,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.02953379772414485
columbus,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.062806084160451
denver,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.08769278999281403
deschutes,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.07176025543058746
duluth,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03818755720274662
el-paso,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.4868381582204659
eugene,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03581306568001134
fay-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.3796576039906589
florence,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0038593332742982035
floyd,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.018102429986177053
frederick,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.009636795680748074
georgia,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.08030064880265961
greenville,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.01397344857416106
hall,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.01195678823226629
harford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
henry,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.004539446865522628
horry,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.029922153808194962
houston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1043787407782264
indiana,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.029786449247694732
indianapolis,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.007575860985814803
la-grange,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.004367714846953065
larimer,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.01899752702550702
lynn,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.035532994199738224
macon,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06493463789528384
maine,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.10200782730878379
marietta,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.012985981172572365
maryland,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0772698846464292
massachusetts,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0826380481268153
medford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
minneapolis,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0767539579760421
minnesota,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.12452702337855921
montgomery,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.034952848208695486
nenc,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03854170073067182
new-bedford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.04960268247440318
north-carolina,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1536308296317365
nyc,2026-05-16,0,2026-05-16,ILI ED visits pct,quantile,0.025,0.728171188273992
ogden,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.00958555256154398
oregon,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.15995435404743794
pittsfield,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
portland,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.04215567924982279
portland-or,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.09259995522690831
provo,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.021375002205513513
roanoke,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.05707511325951809
rochester,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.010877995691705973
rock-hill,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
rtp-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.02651042149396793
salem,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.030235218312988407
salt-lake-city,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.029995434992815942
san-antonio,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.044600788354831555
savannah,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
senc,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.013843305163064973
south-augusta,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.010662742327575627
south-carolina,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06271885715092324
