location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.007670429838643572
austin,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06424051940189493
baltimore,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06106851195795473
bangor,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.01156451012297313
beaumont,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0798073514310975
boston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.09301459921968308
boulder,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.042893498113792144
charleston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03282787073629304
cherokee,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.07024689962834799
clt-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.5329328881902686
colorado,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.17580592296790537
colorado-springs,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1524576888214579
columbia,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03500942424085223
columbus,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.08522984823655462
denver,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.17135434468187674
deschutes,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.10840578983796555
duluth,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03029159895517234
el-paso,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.6758459223716854
eugene,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.05611014841860445
fay-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.5391083074820574
florence,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.008587663953191322
floyd,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.015208880740244094
frederick,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0019578748957372206
georgia,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0826676925300589
greenville,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06439503663040394
hall,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.01099366683647573
harford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
henry,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.012750789493131317
horry,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.03585953636126058
houston,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1629747124927141
indiana,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.030723784233949412
indianapolis,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.019643307222403733
la-grange,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.006202881569671833
larimer,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.024187626061467342
lynn,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.051653220173674234
macon,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06839980351664482
maine,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.12662252504986476
marietta,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.015697085884890806
maryland,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.07319889187799414
massachusetts,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.09970908822633161
medford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
mesa,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0050527575582055145
minneapolis,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.14797104225389474
minnesota,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.1351744586854284
montgomery,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06633964134828667
nenc,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.070013880473312
new-bedford,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06180515394554046
north-carolina,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.3058515555248472
nyc,2026-05-16,0,2026-05-16,ILI ED visits pct,quantile,0.025,1.4292806696754574
ogden,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.022918390572611164
oregon,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.16791776699722366
pittsfield,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0
portland,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.07263297052812838
portland-or,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.17211867039131815
provo,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.030586204711855677
roanoke,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.056354853435523954
rochester,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0067890179540230754
rock-hill,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0027531223681538115
rtp-area,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06128843208458035
salem,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.06520353582776345
salt-lake-city,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.04971474783902664
san-antonio,2026-05-16,0,2026-05-16,Flu ED visits pct,quantile,0.025,0.0693478115805105
