location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.014139834833901759
austin,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.127319342440593
baltimore,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11947317876452913
bangor,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.00479907874481394
beaumont,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0636124744949262
boston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1689534649560555
boulder,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.15697555456203044
charleston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.05304238331198643
cherokee,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0886756764230104
clt-area,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.4041131721283893
colorado,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.2581931379184723
colorado-springs,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.24855181498651352
columbia,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.03765791038805126
columbus,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0
dallas,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1043231475937342
denver,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.33372853797285046
deschutes,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.05853458933714117
duluth,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0901742764668348
el-paso,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.602287230123791
eugene,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.026442178774211372
fay-area,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.4364139078443393
florence,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.007761337617209789
floyd,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.02448472871228282
frederick,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.006451479216864798
georgia,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.11353189098204083
greenville,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.10282457297774365
hall,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.021434402114709587
harford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0006236973695313477
henry,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.052876819018749154
horry,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.036111112829817486
houston,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.17884835483381875
indiana,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0745803449371189
indianapolis,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04690278147588039
la-grange,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.029543011307165447
larimer,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.056455256432989785
lynn,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1448723648221842
macon,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.045128299254939226
maine,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.1952173275076629
marietta,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0250567836968745
maryland,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.12567039824789186
massachusetts,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.18743714220004903
medford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.02655146050812516
mesa,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0
minneapolis,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.22013254659739184
minnesota,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.21997940811787206
montgomery,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.09307421113645181
nenc,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.0825432082090694
new-bedford,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.15902326765727276
north-carolina,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.23457859397831918
nyc,2026-05-02,0,2026-05-02,ILI ED visits pct,quantile,0.025,1.319032654073993
ogden,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.04511826256847057
oregon,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.17596428878203266
pittsfield,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.009713859058493557
portland,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.08665855763434908
portland-or,2026-05-02,0,2026-05-02,Flu ED visits pct,quantile,0.025,0.18800752414322497
