location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.24415855904662298
austin,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.2970073286670461
baltimore,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.4944945442220373
bangor,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.4671076817345221
beaumont,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.24052073476016994
boston,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.699199083461241
boulder,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.42714314510598783
charleston,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.2351224628338668
cherokee,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.47908766413277193
clt-area,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.9136148890679084
colorado,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.6284115434811822
colorado-springs,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.7477339655117958
columbia,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.2139259587315713
columbus,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.2952482252834527
dallas,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.30424551555512325
denver,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.790571547679488
deschutes,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.29576637756402285
duluth,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.6917792455762659
el-paso,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.5617247318721309
eugene,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.1391559782495158
fay-area,2026-04-04,0,2026-04-04,Flu ED visits pct,quantile,0.025,0.8373407936851327
