location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
athens,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3752719193887035
austin,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.1375984201391085
baltimore,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.25666115155582797
bangor,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6621437178313997
beaumont,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3134647435593512
boston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5176480451372883
boulder,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.144645086030345
charleston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.587699846698847
cherokee,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7876254293279952
clt-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4269814839016979
colorado,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6344875265456662
colorado-springs,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7568175314605232
columbia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8970401636400751
columbus,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.382383667441339
dallas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3908927514146405
denver,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6893073437450128
deschutes,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.567759933642328
duluth,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6422070042942004
el-paso,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4452734937628956
eugene,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.7448435639556026
fay-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,2.218729798464032
florence,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4407076042120743
floyd,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6280193834954739
frederick,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.1444279438174101
georgia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0513362818685987
greenville,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7112955161423511
hall,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4376038438303638
harford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.2663080299664569
henry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3775811218064453
horry,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.1400786922265727
houston,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7215323976929555
indiana,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0950014879943641
indianapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2718185740329413
la-grange,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5763154709674618
larimer,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.3601407001204973
lynn,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5284858361496312
macon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.761841173815024
maine,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8321652310319269
marietta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5569252015488969
maryland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.34831248843604284
massachusetts,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5543673375157129
medford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.1579004605984293
mesa,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.7149254013011112
minneapolis,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.6486756941992299
minnesota,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8956212916261872
montgomery,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.35125478561982204
nenc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3030037148920326
new-bedford,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5388018805305618
north-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2511523804558151
nyc,2026-02-14,0,2026-02-14,ILI ED visits pct,quantile,0.025,1.7855069430595076
ogden,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2112530039081342
oregon,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.493755276639482
pittsfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.2902262738043804
portland,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.4807754895144835
portland-or,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.095595336566664
provo,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.0286229742012072
roanoke,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9274691731502327
rochester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.6880526385265948
rock-hill,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.23004659589643528
rtp-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.1828520548474986
salem,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,3.4539364140869115
salt-lake-city,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.4184782746679288
san-antonio,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,4.2359673099995545
savannah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.6920648968284353
senc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9752990164721073
south-augusta,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9662060269515922
south-carolina,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.6672035657470883
springfield,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.40188462542881953
st-cloud,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.2353052664299196
st-paul,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5088515700793756
texas,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.913385629218893
triad-area,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8960856472547961
utah,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,1.3322444738099242
virginia,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.8689577487133994
weld,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.48632058901952857
wnc,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.9592815204395597
worcester,2026-02-14,0,2026-02-14,Flu ED visits pct,quantile,0.025,0.5177123235009294
athens,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.2705785861340233
austin,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.7017288510917299
baltimore,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.19283730177800704
bangor,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4968184999492897
beaumont,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.0593093306595076
boston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4005519119733321
boulder,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.9197115658213276
charleston,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.0125309373580684
cherokee,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.5949543728069798
clt-area,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.1135583700057874
colorado,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4858444276816229
colorado-springs,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.6105937557252871
columbia,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.6733389049206515
columbus,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.8810820335146676
dallas,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.0496579970406652
denver,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.5523121226922592
deschutes,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.039746673434195
duluth,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.4946614388066036
el-paso,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.33656171439463856
eugene,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,2.055554636034597
fay-area,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.7627729290519871
florence,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,1.0751581210118275
floyd,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.47734924825194813
frederick,2026-02-14,1,2026-02-21,Flu ED visits pct,quantile,0.025,0.09023677730188781
