location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.646943284033119
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,2.4434690474433194
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.1154402821124738
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.5013444457331764
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.8994176058654177
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,0.4695853491096884
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.8008642527884253
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.025,1.3296716791487149
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.3264038902518853
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.992387465135142
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.8457369326181116
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.1600731010721619
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.5473780083254405
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,0.38465315007513695
triad-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.465051045593578
wnc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.025,1.047975323325581
clt-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,1.0462918556226868
fay-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,1.6247313650712323
nenc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.6785692545941594
north-carolina,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.9246456846371645
rtp-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,1.2367589225967934
senc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.2943421260651633
triad-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,1.179560247576106
wnc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.025,0.8483801330036318
clt-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.7936599003385355
fay-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,1.2415473608478027
nenc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.5216903056005369
north-carolina,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.7097967768817329
rtp-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.976287685966942
senc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.2332035862203994
triad-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.8918414490806421
wnc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.025,0.6569222708436276
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,2.1791538183725816
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,3.0869543901276955
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,1.5141876958353775
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,2.012840308008094
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,2.4204229423222943
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,0.6677623097410336
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,2.270714501378752
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.05,1.6727979922883813
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.7015770754198019
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,2.4395419560560003
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.131443958325127
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.4298034380554008
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.8430823483601797
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,0.4815084972044174
triad-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.724034293414083
wnc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.05,1.2379016857253657
clt-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,1.2907604411621798
fay-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,1.8867672662123063
nenc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,0.8765463771596302
north-carolina,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,1.166755886945136
rtp-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,1.437438617190832
senc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,0.3816553084663327
triad-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,1.3103175241039786
wnc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.05,0.9804528486482015
clt-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,1.0102253230078213
fay-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,1.550233748858423
nenc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,0.7010918600012002
north-carolina,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,0.9215698348568279
rtp-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,1.1623232022595573
senc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,0.31416740156057393
triad-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,1.0403195480017997
wnc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.05,0.7692060156227056
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,2.4773643463018775
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,3.448613479459078
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,1.763426752511445
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,2.4483129825128684
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,2.6671640295126444
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,0.8852770418410989
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,2.5248432090945583
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.1,1.8965979777956226
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.7415496499894947
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,2.4801746963545925
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.2155022486316516
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.6812634574697798
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.9099930741589999
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,0.6110382827929884
triad-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.7872771111753358
wnc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.1,1.2802047436516963
clt-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.503733204070671
fay-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,2.156279059361708
nenc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.040245681573988
north-carolina,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.44413823348503
rtp-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.6309122928590742
senc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,0.5241485363820674
triad-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.5176185944424785
wnc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.1,1.1157032079463993
clt-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,1.1839649484199748
fay-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,1.7563784834586365
nenc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,0.8544360021512669
north-carolina,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,1.1450296426387996
rtp-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,1.3111233210576472
senc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,0.43788918634762425
triad-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,1.2185589908626477
wnc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.1,0.8795423901357788
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,3.253963689598124
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,4.5956161373385385
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,2.3763608166734613
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,3.225666742403253
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,3.3811078839293387
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,1.2445238366556788
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,3.1811353327765066
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.25,2.5713437701449235
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.7676877443267145
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,4.004686448750876
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.0076069584671465
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.643264782716922
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.910637680997602
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,1.0480299665462653
triad-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.7145952303042273
wnc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.25,2.2191711141706465
clt-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,2.3053766516489373
fay-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,3.323773841498506
nenc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,1.678910696360648
north-carolina,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,2.145095691224812
rtp-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,2.4030127676396797
senc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,0.8512773340620473
triad-area,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,2.18352279426549
wnc,2026-02-07,2,2026-02-21,Flu ED visits pct,quantile,0.25,1.8225838242710122
clt-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.8605994657287168
fay-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,2.7258616316806297
nenc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.354695531833931
north-carolina,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.7762746856815597
rtp-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.9593087983580995
senc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,0.7030419000057925
triad-area,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.8116777977211225
wnc,2026-02-07,3,2026-02-28,Flu ED visits pct,quantile,0.25,1.483937168460036
clt-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,3.552993078893119
fay-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,5.077683617256256
nenc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,2.737633478464915
north-carolina,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,3.5667288805952326
rtp-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,3.85383157564405
senc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,1.5608396789141834
triad-area,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,3.523290390792791
wnc,2026-02-07,0,2026-02-07,Flu ED visits pct,quantile,0.5,2.978457985841431
clt-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,3.369135574807841
fay-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,4.7934004909151495
nenc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,2.556848326641382
north-carolina,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,3.3805374502816217
rtp-area,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,3.6006885377252877
senc,2026-02-07,1,2026-02-14,Flu ED visits pct,quantile,0.5,1.4396112029853794
